,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
570,male,group A,some high school,standard,completed,single,regularly,no,4,school_bus,05-Oct,80,92,91
571,female,group D,some college,standard,none,married,sometimes,no,3,school_bus,< 5,64,67,72
572,female,group D,some college,standard,,married,never,yes,3,private,05-Oct,62,74,75
573,female,group C,some college,standard,none,married,sometimes,yes,2,school_bus,05-Oct,42,45,48
574,female,group C,associate's degree,standard,none,married,regularly,yes,2,school_bus,> 10,67,73,72
575,female,group D,some high school,standard,none,married,sometimes,yes,1,school_bus,> 10,50,63,61
576,male,group C,associate's degree,standard,none,married,sometimes,no,4,private,05-Oct,77,75,70
577,male,group C,some college,standard,completed,single,sometimes,no,4,school_bus,05-Oct,63,61,61
578,female,group C,some college,standard,none,married,sometimes,yes,0,private,< 5,77,80,83
579,female,group C,some high school,standard,none,single,regularly,no,6,school_bus,> 10,64,58,60
580,male,group C,high school,free/reduced,none,married,,yes,3,school_bus,< 5,79,73,68
581,female,group A,high school,standard,none,single,never,no,1,school_bus,05-Oct,72,77,79
583,female,group A,master's degree,standard,completed,married,sometimes,yes,2,school_bus,< 5,84,88,86
584,female,group D,,standard,none,married,regularly,yes,3,school_bus,05-Oct,95,96,100
585,female,group C,high school,standard,completed,married,sometimes,no,2,school_bus,< 5,93,98,95
586,female,,high school,free/reduced,completed,divorced,sometimes,yes,0,private,05-Oct,66,79,74
587,female,group D,high school,free/reduced,completed,divorced,sometimes,yes,1,private,,42,58,59
588,female,group B,,free/reduced,completed,divorced,sometimes,no,2,private,> 10,52,70,67
589,male,group C,some college,standard,completed,married,sometimes,yes,0,school_bus,05-Oct,78,71,72
590,male,group C,associate's degree,standard,completed,single,regularly,no,4,school_bus,< 5,89,80,79
591,male,group C,some college,standard,none,married,never,yes,2,private,< 5,58,57,52
592,female,group D,some college,standard,none,divorced,sometimes,yes,1,school_bus,05-Oct,55,58,58
594,female,,associate's degree,free/reduced,none,single,sometimes,no,,private,> 10,67,86,78
596,male,group B,some college,standard,completed,divorced,sometimes,yes,,school_bus,< 5,54,49,47
597,male,group C,,standard,none,married,regularly,yes,2,school_bus,< 5,57,59,52
598,female,group C,some college,standard,none,married,sometimes,yes,0,school_bus,05-Oct,74,85,81
599,male,group C,some college,free/reduced,none,married,sometimes,yes,3,private,05-Oct,63,66,57
600,male,group C,,free/reduced,none,married,sometimes,yes,0,school_bus,< 5,46,42,46
601,female,group D,high school,standard,none,divorced,sometimes,no,1,private,05-Oct,57,54,59
602,male,group B,some college,standard,completed,single,regularly,yes,0,private,> 10,75,72,75
603,male,,high school,free/reduced,none,single,regularly,no,3,school_bus,05-Oct,73,77,70
604,female,group D,master's degree,standard,none,married,never,yes,1,private,05-Oct,70,76,80
605,male,group E,high school,standard,none,single,sometimes,yes,3,private,05-Oct,72,53,50
606,female,group C,high school,free/reduced,completed,single,sometimes,yes,7,school_bus,< 5,71,91,89
607,female,group A,bachelor's degree,free/reduced,none,single,sometimes,yes,0,private,< 5,50,66,63
608,female,group D,,standard,none,single,sometimes,no,2,private,05-Oct,58,75,76
609,male,group C,associate's degree,free/reduced,none,single,,yes,4,school_bus,05-Oct,61,62,56
610,male,group E,bachelor's degree,free/reduced,none,single,sometimes,yes,1,school_bus,< 5,89,86,82
611,male,group A,high school,standard,none,married,regularly,yes,1,school_bus,> 10,45,49,41
612,male,group C,high school,standard,completed,single,never,yes,2,school_bus,05-Oct,78,74,75
613,female,group D,some college,standard,none,married,regularly,no,2,private,> 10,61,65,70
614,female,group C,high school,standard,none,married,regularly,yes,5,school_bus,< 5,75,66,67
615,female,group C,some high school,standard,none,single,sometimes,no,1,private,05-Oct,79,93,82
616,male,group A,high school,standard,completed,married,sometimes,yes,2,private,05-Oct,56,58,56
617,male,group B,bachelor's degree,standard,none,divorced,regularly,yes,2,school_bus,< 5,66,67,69
618,female,group C,some college,standard,none,divorced,regularly,yes,0,school_bus,< 5,87,90,94
619,male,group C,,free/reduced,none,married,regularly,yes,0,school_bus,05-Oct,46,46,46
620,male,group C,bachelor's degree,standard,none,divorced,regularly,yes,3,private,05-Oct,63,62,59
621,female,group D,some college,free/reduced,,divorced,regularly,yes,2,school_bus,> 10,66,66,69
622,male,group D,master's degree,standard,completed,single,,no,2,school_bus,< 5,97,91,91
623,male,group E,some high school,standard,none,single,sometimes,yes,2,private,< 5,97,90,80
624,male,group A,some college,free/reduced,none,single,sometimes,yes,2,private,> 10,47,34,39
626,male,group D,bachelor's degree,free/reduced,completed,single,regularly,no,1,,05-Oct,76,75,77
627,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,3,school_bus,< 5,52,51,49
628,female,group C,master's degree,standard,none,married,sometimes,yes,1,school_bus,> 10,64,80,81
630,female,group C,associate's degree,standard,none,divorced,never,yes,3,school_bus,> 10,56,70,68
631,male,group E,high school,free/reduced,completed,married,regularly,no,4,school_bus,> 10,66,66,65
632,female,,,free/reduced,none,single,regularly,yes,1,private,> 10,43,62,57
633,male,group D,some high school,free/reduced,none,single,,yes,0,school_bus,< 5,32,43,37
634,female,group C,bachelor's degree,standard,none,married,regularly,yes,1,private,05-Oct,65,78,78
635,male,group C,some high school,standard,none,married,sometimes,no,4,school_bus,> 10,72,62,61
637,male,,associate's degree,standard,completed,married,regularly,yes,1,school_bus,05-Oct,80,81,82
638,female,group D,some college,free/reduced,none,married,sometimes,yes,3,private,> 10,67,82,77
641,male,,bachelor's degree,free/reduced,none,married,never,yes,5,,05-Oct,59,51,55
642,male,group B,some college,free/reduced,none,single,never,yes,1,school_bus,> 10,53,61,59
643,male,group D,bachelor's degree,free/reduced,none,divorced,regularly,yes,1,,< 5,75,76,77
644,female,group D,some high school,standard,none,single,regularly,no,1,,< 5,73,78,82
645,male,group C,some college,standard,none,single,never,yes,5,,05-Oct,78,75,70
646,female,group B,some high school,free/reduced,none,single,regularly,yes,1,school_bus,05-Oct,52,62,57
647,female,group D,some college,standard,completed,single,sometimes,yes,3,school_bus,< 5,48,54,53
648,male,,high school,free/reduced,,divorced,sometimes,no,2,private,05-Oct,56,55,52
649,female,group E,some college,standard,none,married,regularly,yes,2,private,05-Oct,93,98,100
650,female,group B,,standard,completed,single,regularly,no,3,private,05-Oct,72,79,82
651,female,group C,some college,free/reduced,none,married,regularly,no,,,05-Oct,54,69,69
652,female,group C,high school,free/reduced,completed,married,sometimes,no,2,private,> 10,35,48,52
654,male,group C,some college,standard,,married,sometimes,yes,0,school_bus,< 5,75,73,74
655,female,group C,some high school,standard,completed,divorced,sometimes,yes,,school_bus,,70,75,77
656,male,group D,high school,standard,none,single,sometimes,no,4,private,05-Oct,100,81,82
657,male,group C,high school,standard,none,married,regularly,yes,5,,05-Oct,57,61,56
658,male,group B,associate's degree,free/reduced,none,married,never,yes,5,school_bus,> 10,46,47,41
659,male,group C,high school,standard,none,,never,yes,,,< 5,61,53,47
660,male,group D,bachelor's degree,standard,none,married,sometimes,yes,2,school_bus,05-Oct,78,62,65
662,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,2,school_bus,< 5,49,50,49
663,male,group D,some high school,free/reduced,none,married,sometimes,yes,0,school_bus,< 5,57,54,48
664,female,group E,master's degree,standard,completed,married,regularly,no,3,school_bus,< 5,74,75,82
665,male,group D,some high school,free/reduced,completed,,sometimes,no,3,school_bus,< 5,59,62,67
666,male,group C,bachelor's degree,free/reduced,none,single,sometimes,no,1,school_bus,< 5,47,44,44
668,female,,some college,standard,completed,married,sometimes,yes,1,school_bus,05-Oct,96,99,98
669,male,group D,,standard,none,married,sometimes,no,1,school_bus,< 5,62,52,50
670,female,group A,some high school,standard,none,divorced,sometimes,no,2,school_bus,05-Oct,46,61,60
671,male,group C,some college,standard,none,divorced,sometimes,no,1,private,05-Oct,58,59,57
672,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,no,5,school_bus,05-Oct,66,74,76
673,female,group E,associate's degree,standard,completed,married,never,yes,1,school_bus,< 5,88,91,95
674,male,group C,some college,standard,completed,married,regularly,yes,1,private,05-Oct,72,60,65
675,female,group B,bachelor's degree,free/reduced,completed,married,regularly,no,1,school_bus,> 10,83,80,88
677,male,group E,some college,standard,none,,regularly,no,6,private,< 5,74,66,65
678,male,group D,some college,free/reduced,none,single,regularly,yes,0,,05-Oct,56,60,62
679,female,group B,some high school,free/reduced,none,,sometimes,,5,school_bus,< 5,46,65,62
680,female,group E,high school,standard,none,married,sometimes,yes,2,school_bus,05-Oct,66,63,60
681,female,group D,some college,free/reduced,completed,married,never,yes,1,school_bus,< 5,65,89,83
682,male,group C,,standard,completed,single,regularly,yes,2,private,05-Oct,69,70,72
683,male,group E,some high school,standard,completed,married,sometimes,yes,3,private,05-Oct,76,62,64
684,male,group D,master's degree,standard,completed,divorced,regularly,yes,2,private,< 5,66,67,64
685,male,group D,high school,standard,completed,married,,yes,3,private,05-Oct,63,60,62
686,male,group A,associate's degree,standard,none,married,sometimes,no,1,,05-Oct,65,67,64
687,female,group D,bachelor's degree,standard,completed,divorced,regularly,no,2,private,< 5,93,94,100
688,female,group D,some college,standard,none,,sometimes,yes,,school_bus,05-Oct,63,60,64
689,male,group B,high school,free/reduced,none,married,sometimes,yes,4,private,< 5,53,49,49
691,male,,high school,standard,completed,single,regularly,no,3,private,05-Oct,82,81,80
692,male,group C,high school,standard,none,single,sometimes,yes,0,private,05-Oct,44,36,27
693,male,group C,some high school,standard,none,divorced,sometimes,no,4,,05-Oct,55,38,37
694,female,group B,some college,free/reduced,none,married,regularly,yes,3,private,> 10,54,66,56
695,male,group B,high school,free/reduced,none,divorced,sometimes,no,,,< 5,56,46,47
696,female,group D,,standard,none,married,regularly,yes,3,school_bus,05-Oct,78,83,82
697,female,group D,associate's degree,standard,none,divorced,regularly,no,5,school_bus,05-Oct,61,64,65
699,male,group E,some college,standard,none,married,regularly,yes,2,private,05-Oct,61,47,49
700,female,group A,high school,standard,none,married,sometimes,no,1,private,,77,79,77
701,male,group B,some high school,standard,completed,married,sometimes,yes,2,private,05-Oct,60,55,53
702,female,group C,some college,free/reduced,none,married,sometimes,no,5,private,05-Oct,44,59,60
703,female,group C,some high school,standard,completed,single,sometimes,no,3,school_bus,< 5,61,70,67
704,male,group C,some college,standard,none,single,sometimes,yes,2,school_bus,< 5,61,47,45
705,female,group A,associate's degree,standard,completed,married,regularly,yes,1,private,> 10,100,100,100
706,male,group E,associate's degree,free/reduced,completed,single,never,no,2,private,05-Oct,86,80,79
707,female,group D,associate's degree,standard,completed,single,sometimes,no,2,private,05-Oct,68,71,70
708,male,group C,high school,standard,none,widowed,regularly,yes,3,school_bus,< 5,92,84,77
709,female,group E,high school,free/reduced,completed,married,regularly,yes,5,private,< 5,69,75,81
710,male,group E,bachelor's degree,standard,none,divorced,regularly,,2,private,> 10,80,69,66
711,male,group A,bachelor's degree,free/reduced,none,single,never,yes,4,school_bus,05-Oct,43,35,34
712,male,group C,bachelor's degree,standard,none,married,sometimes,yes,,private,05-Oct,56,65,67
713,male,group C,high school,standard,completed,divorced,sometimes,no,2,school_bus,05-Oct,85,96,91
714,female,group C,high school,standard,none,married,sometimes,no,7,school_bus,05-Oct,50,72,67
715,female,group B,high school,free/reduced,none,married,regularly,yes,1,private,05-Oct,53,65,54
716,female,group B,associate's degree,standard,completed,single,sometimes,yes,2,school_bus,> 10,83,90,92
717,female,group A,some college,standard,none,married,sometimes,yes,2,,< 5,55,60,62
718,male,group C,associate's degree,standard,completed,married,sometimes,yes,2,private,< 5,91,87,81
719,female,group B,master's degree,standard,none,married,sometimes,yes,2,private,05-Oct,68,67,71
720,female,group C,some high school,free/reduced,completed,divorced,never,yes,7,,05-Oct,70,87,87
721,male,group C,high school,standard,completed,single,sometimes,no,2,,05-Oct,72,60,59
722,female,,high school,standard,,single,regularly,no,2,private,> 10,55,59,56
723,female,group D,high school,standard,none,single,sometimes,yes,2,school_bus,< 5,74,83,82
724,female,group C,high school,free/reduced,completed,married,regularly,yes,4,school_bus,05-Oct,66,75,79
725,female,,some college,free/reduced,none,married,sometimes,no,7,school_bus,< 5,46,51,48
726,female,group B,high school,standard,none,married,never,no,2,school_bus,05-Oct,39,42,44
727,female,group A,bachelor's degree,free/reduced,completed,divorced,sometimes,no,3,school_bus,05-Oct,53,65,67
728,male,,some college,standard,completed,married,never,no,1,school_bus,05-Oct,95,94,92
729,male,group C,some high school,standard,completed,single,regularly,no,4,private,< 5,91,94,87
730,female,group E,some college,standard,completed,widowed,regularly,yes,3,private,> 10,98,93,93
